Noodles,Each,6,1.69,,,
Olive Oil,Oz,72,15.49,,,
Onion Powder,Oz,2.62,3.59,Spices,,
Orange,Each,1,0.88,Produce,,
Orange Juice,Oz,52,3.00,Dairy,,
Oregano,Oz,2.25,2.49,Spices,,
Pancake Mix,Each,1,2.00,,,
Paprika,Oz,4,4.99,Spices,,
Pasta-Roni,Each,1,1.00,,,
Pearl Onion,Oz,14.4,2.19,Frozen,,
Peppercorns,Oz,3.5,5.99,Spices,,
Pierogi,Each,1,2.99,Frozen,,
Pizza,Each,1,6.24,Frozen,,
Plain Bagel,Each,6,2.52,Bread,,
Poppy Seed,Oz,1,3.99,Spices,,
Pork Chop,Each,4,5.93,Meat,,
Pork Shoulder,Lb,8.976,13.37,Meat,,
Pork Tenderloin,Lb,1,5.99,Meat,,
Red Pepper Flakes,Oz,0.5,0.99,Spices,,
Red Potato,Lb,1,1.29,Produce,Each,2
Red Wine,Each,1,9.82,,Cup,3
Rice,Lb,5,8.49,,Cup,10
Rice Wine Vinegar,Oz,12,2.50,,,
Rice-A-Roni,Each,1,1.00,,,
Russet Potato,Lb,1,0.88,Produce,Each,0.8
Sausage,Each,5,3.79,Meat,,
Sesame Oil,Oz,5,4.69,,,
Shallot,Lb,1,2.99,Produce,Each,4
Shortening,Oz,16,3.49,Baking,,
Shredded Cheddar,Oz,8,2.59,Dairy,,
Smoked Paprika,Oz,2,8.49,Spices,,
Sour Cream,Oz,8,1.29,Dairy,,
Soy Sauce,Oz,15,3.29,,,
Spaghetti,Each,1,2.25,Pasta,,
Spinach,Oz,8,2.26,Produce,,
Steak,Lb,1,14.99,Meat,Each,1
Taco Shell,Each,10,1.99,,,
Tissues,Each,1,1.12,,,
Toilet Paper,Pk,1,8.99,,,
Tomato Paste,Oz,6,1.01,Pasta,,
Tomato Sauce,Each,1,2.59,Pasta,,
Tonic Water,16pk,1,#REF!,,,
Tortellini,Oz,12,4.79,Pasta,Each,2
Turkey Sausage,Oz,13,1.75,Breakfast,Tbsp,32
Unsalted Butter,Lb,1,2.49,Dairy,,
Veggie Burger,Each,2,5.66,Meat,,
Veggie Mix,Each,1,1.79,Frozen,,
Veggie Sausage,Each,4,8.99,Meat,,
Waffle Mix,Each,1,1.00,,,
White Pepper,Oz,1.75,7.19,Spices,,
Whole Chicken,Lb,4.5,6.71,Meat,Each,20
Whole Cloves,Oz,1.25,2.59,Spices,,
Whole Grain Mustard,Oz,7.4,4.49,,,
Whole Milk,Gal,0.5,2.69,Dairy,,
Worcestershire Sauce,Oz,15,3.39,,,
Yellow Curry Powder,Oz,2,1.99,Spices,Each,1
Yellow Onion,Lb,1,0.88,Produce,Each,2.67
Yogurt,Each,1,4.49,Dairy,,
Zucchini,Each,1,1.12,Produce,,
